# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.665789,-0.507558,-0.000000,0.000000,0.800739,-0.773437,0.329298,-0.074009,0.007054,-0.039129,-0.000000,-0.000000,-1.881327,2.753723,-1.503960,0.368596,-0.034271,0.398780,-0.000000,0.000000,0.040990,-0.079429,0.054038,-0.015217,0.001536,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
2.665789,0.121821,-0.448826,-0.313286,0.381421,-0.328080,0.192664,-0.052502,0.005245,0.411200,0.440469,-0.214673,-0.315912,0.290658,-0.140020,0.037056,-0.003852,0.447316,0.066958,-0.006743,-0.016530,0.034796,-0.023392,0.006765,-0.000720,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
2.665789,-0.529826,0.569548,0.305413,-0.046009,-0.108716,0.040813,-0.006003,0.000398,-0.483318,-0.515535,0.305893,0.063731,0.061141,-0.063648,0.016513,-0.001489,0.611624,0.063829,0.001745,-0.017682,0.025325,-0.015237,0.004200,-0.000437,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
2.665789,0.518151,-0.563898,-0.387625,0.124650,0.052287,-0.012580,-0.000701,0.000185,0.544581,0.634188,-0.334937,-0.182260,0.076444,-0.014634,0.005275,-0.000821,0.776360,0.063109,0.000297,-0.011266,0.017828,-0.011270,0.003209,-0.000342,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
2.665789,-0.505961,0.710894,0.447292,-0.150563,-0.018981,-0.020780,0.012702,-0.001646,-0.599823,-0.741633,0.368998,0.140049,0.040331,-0.068739,0.019332,-0.001850,0.940987,0.062882,-0.000478,-0.010662,0.019455,-0.013247,0.003956,-0.000435,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
2.665789,0.943817,-0.673031,-0.532530,0.074538,0.155895,-0.044811,0.000915,0.000540,0.648992,0.877783,-0.400084,-0.260669,0.028182,0.063733,-0.022324,0.002315,1.105503,0.063879,-0.000050,-0.015374,0.024116,-0.014841,0.004100,-0.000424,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
2.665789,-0.537537,0.670551,0.441264,-0.146516,-0.079135,0.029448,-0.002308,-0.000048,-0.586071,-0.800896,0.424270,0.202426,-0.088416,0.005058,0.000127,0.000106,1.269901,0.062617,0.001138,-0.008685,0.012708,-0.007995,0.002311,-0.000251,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
2.665789,0.704400,-0.645090,-0.408915,0.143748,0.061223,-0.025967,0.003201,-0.000177,0.491830,0.723540,-0.371968,-0.144985,0.036118,0.016381,-0.005012,0.000352,1.434724,0.063017,-0.000972,-0.009953,0.018346,-0.012324,0.003628,-0.000395,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
2.665789,-0.622353,0.463129,0.356589,-0.148697,0.009508,-0.026131,0.013070,-0.001718,-0.402465,-0.642704,0.309053,0.126728,-0.016118,-0.029003,0.009823,-0.001011,1.599177,0.063188,-0.000405,-0.013107,0.023704,-0.016231,0.004896,-0.000545,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
2.665789,0.338946,-0.441289,-0.332776,0.011704,0.323936,-0.277531,0.100373,-0.013129,0.321079,0.557353,-0.275605,-0.171085,0.256799,-0.219603,0.087756,-0.012038,1.763926,0.064491,-0.001971,-0.022518,0.039736,-0.024885,0.006740,-0.000698,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
