# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
4.042857,-0.497966,-0.000000,-0.000000,0.635564,-0.479430,0.132444,-0.015863,0.000689,-0.097230,0.000000,0.000000,-0.847628,1.020130,-0.430384,0.078062,-0.005218,0.403855,-0.000000,0.000000,-0.031516,0.035812,-0.013961,0.002389,-0.000153,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.042857,-0.630221,-0.371653,0.278685,0.011699,0.095675,-0.067257,0.014163,-0.000991,0.331658,-0.425773,-0.162276,-0.316512,0.393077,-0.140410,0.021749,-0.001290,0.532667,0.063156,-0.002777,-0.011887,0.018020,-0.008862,0.001830,-0.000137,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.042857,0.466725,-0.596797,-0.356316,0.019884,0.185901,-0.073419,0.010955,-0.000615,0.591913,0.586895,-0.347560,-0.231330,0.105885,-0.008572,-0.000578,0.000052,0.780612,0.069183,0.000351,-0.027444,0.030247,-0.012977,0.002476,-0.000176,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.042857,0.891839,0.762929,-0.444998,-0.244840,0.094261,0.005694,-0.004062,0.000310,-0.571923,0.827504,0.439468,-0.193575,-0.053208,0.016169,0.000986,-0.000308,1.031440,0.069067,0.000370,-0.028103,0.030656,-0.013105,0.002502,-0.000178,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.042857,-0.407793,0.833914,0.347214,-0.258836,0.016453,-0.001809,0.002628,-0.000342,-0.716590,-0.599314,0.525182,0.012726,0.055339,-0.057927,0.013755,-0.001025,1.281476,0.070629,-0.000966,-0.030531,0.033591,-0.014239,0.002686,-0.000188,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.042857,-0.580146,-0.531447,0.407523,-0.009977,0.100214,-0.080005,0.018857,-0.001459,0.472642,-0.669791,-0.299317,0.034076,0.214680,-0.105893,0.019777,-0.001360,1.529927,0.070157,0.002912,-0.026905,0.024151,-0.008820,0.001457,-0.000090,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.042857,0.214553,-0.507551,-0.285639,-0.189496,0.452263,-0.201145,0.035569,-0.002266,0.461024,0.481915,-0.392196,-0.377752,0.394078,-0.129867,0.018751,-0.001014,1.777952,0.059244,0.007445,0.003141,-0.004705,0.000105,0.000336,-0.000044,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000
2.420000,-0.149927,-0.000000,0.000000,-0.002048,0.000104,0.001634,-0.000836,0.000119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.900628,0.000000,0.000000,-0.655010,-0.019674,0.469818,-0.224485,0.031171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.420000,-0.149876,0.001009,-0.002439,0.000443,0.000829,0.000047,-0.000275,0.000059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999158,-0.021945,-0.019817,0.456669,-0.880902,0.642251,-0.198200,0.021957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.420000,-0.149520,-0.001522,-0.001523,0.004487,-0.001294,-0.001419,0.000870,-0.000132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.258604,0.273271,-0.330586,-0.280301,0.762423,-0.529349,0.155494,-0.016796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.420000,-0.150211,0.000622,0.001655,-0.003203,0.000352,0.001426,-0.000727,0.000103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.292739,0.013802,0.122782,0.011588,-0.586172,0.571667,-0.200847,0.024463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.420000,-0.149850,-0.000129,-0.001326,0.001479,0.000648,-0.001382,0.000588,-0.000080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.102442,-0.010952,-0.059786,0.252260,-0.329587,0.196822,-0.055558,0.006023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.392000,-0.249529,0.000000,-0.000000,0.988629,-1.038768,0.425990,-0.083009,0.006629,-0.030541,0.000000,0.000000,-1.243939,2.127572,-1.348985,0.381290,-0.040705,1.100100,0.000000,-0.000000,-0.003202,0.006912,-0.005488,0.001886,-0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.392000,0.054329,-0.478119,-0.125979,0.297388,0.146460,-0.192617,0.058827,-0.006125,0.141865,0.085523,-0.214016,-0.344068,0.457534,-0.186473,0.032429,-0.002011,1.100025,0.000882,0.000065,-0.006094,0.008473,-0.004438,0.000978,-0.000072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.392000,0.245987,0.121584,-0.510595,-0.237871,0.690806,-0.501036,0.176584,-0.024108,-0.037569,0.280093,0.120675,-0.063293,-0.498084,0.496598,-0.174997,0.021588,1.099837,-0.001037,0.001508,0.006147,-0.012231,0.007910,-0.002121,0.000199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.392000,0.014708,0.758195,-0.006358,-1.583766,0.811365,0.127241,-0.142945,0.022242,-0.068497,-0.126146,0.098834,0.419239,0.452723,-0.857811,0.360278,-0.047314,1.101182,0.001804,-0.005302,-0.010379,0.027022,-0.020380,0.006522,-0.000767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
